n,e_npv,p5,es5,ce05,loss_count,loss_rate,wilson_lo,wilson_hi,dscr_breach_rate,note
2000,4827.2,2990.7,2318.9,3573.1,1,0.0005,0.0001,0.0028,0.0115,credit/contract/vendor/financing shocks; unified B200 CAPEX; fixed backstop residual-only
