public_dedicated,l4c_breakeven_vs_l3,l4s_breakeven_vs_l3,max_discount_l4c,max_discount_l4s,tcv_per_gpu_at_936,n_gpu,total_tcv_b,compute_capex_b,tcv_to_compute_capex
9.36,4.303,3.776,0.54,0.597,389470.0,42640.0,16.61,2.56,6.49
