CE_L3_generic,CE_L3_IG,CE_C_generic,CE_C_IG,layer_effect_IG,credit_effect_C,credit_effect_L3,note
248.3,401.6,1638.7,1974.4,1572.8,335.7,153.3,layer_effect = CE_C_IG - CE_L3_IG (same A-/BBB+ proxy). Most C-vs-L3 gap is layer/structure not credit.
