CE_L3_generic,CE_L3_IG,CE_C_generic,CE_C_IG,layer_effect_IG,credit_effect_C,credit_effect_L3,headline_L3_equals_generic,note
312.0,434.2,1670.0,1922.0,1487.8,252.0,122.2,True,same seed/shocks as Headline; only PD changes
